script,workload,num_ops,data_size,time_seconds
cassandra_benchmarking,read,1000,10,1.6387
cassandra_benchmarking,read,1000,100,1.2328
cassandra_benchmarking,read,1000,500,1.1663
cassandra_benchmarking,read,1000,1000,1.0474
cassandra_benchmarking,read,1000,5000,1.7596
cassandra_benchmarking,read,1000,15000,1.1295
cassandra_benchmarking,read,1000,50000,1.0712
cassandra_benchmarking,read,1000,100000,1.6299
cassandra_benchmarking,write,1000,10,0.6537
cassandra_benchmarking,write,1000,100,0.6368
cassandra_benchmarking,write,1000,500,0.6832
cassandra_benchmarking,write,1000,1000,0.6455
cassandra_benchmarking,write,1000,5000,1.1296
cassandra_benchmarking,write,1000,15000,1.6835
cassandra_benchmarking,write,1000,50000,6.6164
cassandra_benchmarking,write,1000,100000,5.3048
cassandra_benchmarking,mixed,1000,10,0.6753
cassandra_benchmarking,mixed,1000,100,0.7071
cassandra_benchmarking,mixed,1000,500,0.7207
cassandra_benchmarking,mixed,1000,1000,0.7025
cassandra_benchmarking,mixed,1000,5000,1.1092
cassandra_benchmarking,mixed,1000,15000,1.5607
cassandra_benchmarking,mixed,1000,50000,3.7305
cassandra_benchmarking,mixed,1000,100000,4.2214
