script,workload,num_ops,data_size,time_seconds
mongodb_benchmarking,read,1000,10,0.5826
mongodb_benchmarking,read,1000,100,0.5822
mongodb_benchmarking,read,1000,500,0.5560
mongodb_benchmarking,read,1000,1000,0.5565
mongodb_benchmarking,read,1000,5000,0.5746
mongodb_benchmarking,read,1000,15000,0.5827
mongodb_benchmarking,read,1000,50000,0.6129
mongodb_benchmarking,read,1000,100000,1.4000
mongodb_benchmarking,write,1000,10,0.5283
mongodb_benchmarking,write,1000,100,0.5616
mongodb_benchmarking,write,1000,500,0.5987
mongodb_benchmarking,write,1000,1000,0.5585
mongodb_benchmarking,write,1000,5000,0.5460
mongodb_benchmarking,write,1000,15000,0.9119
mongodb_benchmarking,write,1000,50000,2.3521
mongodb_benchmarking,write,1000,100000,4.4729
mongodb_benchmarking,mixed,1000,10,0.5827
mongodb_benchmarking,mixed,1000,100,0.5685
mongodb_benchmarking,mixed,1000,500,0.6110
mongodb_benchmarking,mixed,1000,1000,0.5867
mongodb_benchmarking,mixed,1000,5000,0.7963
mongodb_benchmarking,mixed,1000,15000,0.8547
mongodb_benchmarking,mixed,1000,50000,1.4739
mongodb_benchmarking,mixed,1000,100000,2.6753
