script,source_file,workload,num_ops,data_size,time_seconds,ram_gb,core_count
redis,results_redis_benchmarking_8gb.csv,write,1000,100000,4.1302,8,1
redis,results_redis_benchmarking_8gb.csv,mixed,1000,10,0.3936,8,1
redis,results_redis_benchmarking_8gb.csv,mixed,1000,100,0.4294,8,1
redis,results_redis_benchmarking_8gb.csv,mixed,1000,500,0.3692,8,1
redis,results_redis_benchmarking_8gb.csv,mixed,1000,1000,0.3905,8,1
redis,results_redis_benchmarking_8gb.csv,mixed,1000,5000,0.667,8,1
redis,results_redis_benchmarking_8gb.csv,mixed,1000,15000,1.0837,8,1
redis,results_redis_benchmarking_8gb.csv,mixed,1000,50000,1.4436,8,1
redis,results_redis_benchmarking_8gb.csv,mixed,1000,100000,2.4453,8,1
redis,results_redis_benchmarking_1_core.csv,read,1000,10,0.403,16,1
redis,results_redis_benchmarking_1_core.csv,read,1000,100,0.3915,16,1
redis,results_redis_benchmarking_1_core.csv,read,1000,500,0.3946,16,1
redis,results_redis_benchmarking_1_core.csv,read,1000,1000,0.3836,16,1
redis,results_redis_benchmarking_1_core.csv,read,1000,5000,0.4244,16,1
redis,results_redis_benchmarking_1_core.csv,read,1000,15000,0.3875,16,1
redis,results_redis_benchmarking_1_core.csv,read,1000,50000,0.4644,16,1
redis,results_redis_benchmarking_1_core.csv,read,1000,100000,0.9476,16,1
redis,results_redis_benchmarking_1_core.csv,write,1000,10,0.4268,16,1
redis,results_redis_benchmarking_1_core.csv,write,1000,100,0.4107,16,1
redis,results_redis_benchmarking_1_core.csv,write,1000,500,0.4112,16,1
redis,results_redis_benchmarking_1_core.csv,write,1000,1000,0.4345,16,1
redis,results_redis_benchmarking_1_core.csv,write,1000,5000,0.5693,16,1
redis,results_redis_benchmarking_1_core.csv,write,1000,15000,1.4154,16,1
redis,results_redis_benchmarking_1_core.csv,write,1000,50000,2.1958,16,1
redis,results_redis_benchmarking_1_core.csv,write,1000,100000,4.1226,16,1
redis,results_redis_benchmarking_1_core.csv,mixed,1000,10,0.4337,16,1
redis,results_redis_benchmarking_1_core.csv,mixed,1000,100,0.4078,16,1
redis,results_redis_benchmarking_1_core.csv,mixed,1000,500,0.4952,16,1
redis,results_redis_benchmarking_1_core.csv,mixed,1000,1000,0.3755,16,1
redis,results_redis_benchmarking_1_core.csv,mixed,1000,5000,0.6675,16,1
redis,results_redis_benchmarking_1_core.csv,mixed,1000,15000,1.0914,16,1
redis,results_redis_benchmarking_1_core.csv,mixed,1000,50000,1.4521,16,1
redis,results_redis_benchmarking_1_core.csv,mixed,1000,100000,2.2706,16,1
redis,results_redis_benchmarking_2_core.csv,read,1000,10,0.408,16,2
redis,results_redis_benchmarking_2_core.csv,read,1000,100,0.4412,16,2
redis,results_redis_benchmarking_2_core.csv,read,1000,500,0.4025,16,2
redis,results_redis_benchmarking_2_core.csv,read,1000,1000,0.3719,16,2
redis,results_redis_benchmarking_2_core.csv,read,1000,5000,0.4106,16,2
redis,results_redis_benchmarking_2_core.csv,read,1000,15000,0.4087,16,2
redis,results_redis_benchmarking_2_core.csv,read,1000,50000,0.4684,16,2
redis,results_redis_benchmarking_2_core.csv,read,1000,100000,0.8278,16,2
redis,results_redis_benchmarking_2_core.csv,write,1000,10,0.3817,16,2
redis,results_redis_benchmarking_2_core.csv,write,1000,100,0.4106,16,2
redis,results_redis_benchmarking_2_core.csv,write,1000,500,0.4457,16,2
redis,results_redis_benchmarking_2_core.csv,write,1000,1000,0.4578,16,2
redis,results_redis_benchmarking_2_core.csv,write,1000,5000,0.5674,16,2
redis,results_redis_benchmarking_2_core.csv,write,1000,15000,1.3776,16,2
redis,results_redis_benchmarking_2_core.csv,write,1000,50000,2.1739,16,2
redis,results_redis_benchmarking_2_core.csv,write,1000,100000,4.0763,16,2
redis,results_redis_benchmarking_2_core.csv,mixed,1000,10,0.426,16,2
redis,results_redis_benchmarking_2_core.csv,mixed,1000,100,0.4085,16,2
redis,results_redis_benchmarking_2_core.csv,mixed,1000,500,0.3875,16,2
redis,results_redis_benchmarking_2_core.csv,mixed,1000,1000,0.4281,16,2
redis,results_redis_benchmarking_2_core.csv,mixed,1000,5000,0.7584,16,2
redis,results_redis_benchmarking_2_core.csv,mixed,1000,15000,1.0751,16,2
redis,results_redis_benchmarking_2_core.csv,mixed,1000,50000,1.3966,16,2
redis,results_redis_benchmarking_2_core.csv,mixed,1000,100000,2.3153,16,2
redis,results_redis_benchmarking_3_core.csv,read,1000,10,0.3978,16,3
redis,results_redis_benchmarking_3_core.csv,read,1000,100,0.3875,16,3
redis,results_redis_benchmarking_3_core.csv,read,1000,500,0.3915,16,3
redis,results_redis_benchmarking_3_core.csv,read,1000,1000,0.372,16,3
redis,results_redis_benchmarking_3_core.csv,read,1000,5000,0.432,16,3
redis,results_redis_benchmarking_3_core.csv,read,1000,15000,0.4122,16,3
redis,results_redis_benchmarking_3_core.csv,read,1000,50000,0.4814,16,3
redis,results_redis_benchmarking_3_core.csv,read,1000,100000,0.8202,16,3
redis,results_redis_benchmarking_3_core.csv,write,1000,10,0.3915,16,3
redis,results_redis_benchmarking_3_core.csv,write,1000,100,0.3918,16,3
redis,results_redis_benchmarking_3_core.csv,write,1000,500,0.5045,16,3
redis,results_redis_benchmarking_3_core.csv,write,1000,1000,0.5088,16,3
redis,results_redis_benchmarking_3_core.csv,write,1000,5000,0.583,16,3
redis,results_redis_benchmarking_3_core.csv,write,1000,15000,1.3691,16,3
redis,results_redis_benchmarking_3_core.csv,write,1000,50000,2.183,16,3
redis,results_redis_benchmarking_3_core.csv,write,1000,100000,4.0118,16,3
redis,results_redis_benchmarking_3_core.csv,mixed,1000,10,0.4055,16,3
redis,results_redis_benchmarking_3_core.csv,mixed,1000,100,0.421,16,3
redis,results_redis_benchmarking_3_core.csv,mixed,1000,500,0.404,16,3
redis,results_redis_benchmarking_3_core.csv,mixed,1000,1000,0.4591,16,3
redis,results_redis_benchmarking_3_core.csv,mixed,1000,5000,0.6393,16,3
redis,results_redis_benchmarking_3_core.csv,mixed,1000,15000,1.0805,16,3
redis,results_redis_benchmarking_3_core.csv,mixed,1000,50000,1.4516,16,3
redis,results_redis_benchmarking_3_core.csv,mixed,1000,100000,2.3492,16,3
redis,results_redis_benchmarking_4_core.csv,read,1000,10,0.3979,16,4
redis,results_redis_benchmarking_4_core.csv,read,1000,100,0.392,16,4
redis,results_redis_benchmarking_4_core.csv,read,1000,500,0.4268,16,4
redis,results_redis_benchmarking_4_core.csv,read,1000,1000,0.4003,16,4
redis,results_redis_benchmarking_4_core.csv,read,1000,5000,0.4326,16,4
redis,results_redis_benchmarking_4_core.csv,read,1000,15000,0.4158,16,4
redis,results_redis_benchmarking_4_core.csv,read,1000,50000,0.4827,16,4
redis,results_redis_benchmarking_4_core.csv,read,1000,100000,1.108,16,4
redis,results_redis_benchmarking_4_core.csv,write,1000,10,0.4041,16,4
redis,results_redis_benchmarking_4_core.csv,write,1000,100,0.4203,16,4
redis,results_redis_benchmarking_4_core.csv,write,1000,500,0.511,16,4
redis,results_redis_benchmarking_4_core.csv,write,1000,1000,0.4689,16,4
redis,results_redis_benchmarking_4_core.csv,write,1000,5000,0.5925,16,4
redis,results_redis_benchmarking_4_core.csv,write,1000,15000,1.3652,16,4
redis,results_redis_benchmarking_4_core.csv,write,1000,50000,2.1967,16,4
redis,results_redis_benchmarking_4_core.csv,write,1000,100000,4.0524,16,4
redis,results_redis_benchmarking_4_core.csv,mixed,1000,10,0.3722,16,4
redis,results_redis_benchmarking_4_core.csv,mixed,1000,100,0.4384,16,4
redis,results_redis_benchmarking_4_core.csv,mixed,1000,500,0.464,16,4
redis,results_redis_benchmarking_4_core.csv,mixed,1000,1000,0.4735,16,4
redis,results_redis_benchmarking_4_core.csv,mixed,1000,5000,0.7006,16,4
redis,results_redis_benchmarking_4_core.csv,mixed,1000,15000,1.0924,16,4
redis,results_redis_benchmarking_4_core.csv,mixed,1000,50000,1.4164,16,4
redis,results_redis_benchmarking_4_core.csv,mixed,1000,100000,2.2595,16,4
