script,workload,num_ops,data_size,time_seconds
mongodb_benchmarking,read,1000,10,0.5859
mongodb_benchmarking,read,1000,100,0.5857
mongodb_benchmarking,read,1000,500,0.5727
mongodb_benchmarking,read,1000,1000,0.5802
mongodb_benchmarking,read,1000,5000,0.5799
mongodb_benchmarking,read,1000,15000,0.5684
mongodb_benchmarking,read,1000,50000,0.5592
mongodb_benchmarking,read,1000,100000,1.5166
mongodb_benchmarking,write,1000,10,0.5228
mongodb_benchmarking,write,1000,100,0.5197
mongodb_benchmarking,write,1000,500,0.5672
mongodb_benchmarking,write,1000,1000,0.6122
mongodb_benchmarking,write,1000,5000,0.5693
mongodb_benchmarking,write,1000,15000,0.9066
mongodb_benchmarking,write,1000,50000,2.3947
mongodb_benchmarking,write,1000,100000,4.4201
mongodb_benchmarking,mixed,1000,10,0.6336
mongodb_benchmarking,mixed,1000,100,0.5944
mongodb_benchmarking,mixed,1000,500,0.5930
mongodb_benchmarking,mixed,1000,1000,0.5722
mongodb_benchmarking,mixed,1000,5000,0.8383
mongodb_benchmarking,mixed,1000,15000,0.8615
mongodb_benchmarking,mixed,1000,50000,1.5013
mongodb_benchmarking,mixed,1000,100000,2.6463
