script,workload,num_ops,data_size,time_seconds
mongodb_benchmarking,read,1000,10,0.5826
mongodb_benchmarking,read,1000,100,0.5794
mongodb_benchmarking,read,1000,500,0.5684
mongodb_benchmarking,read,1000,1000,0.5786
mongodb_benchmarking,read,1000,5000,0.5726
mongodb_benchmarking,read,1000,15000,0.5896
mongodb_benchmarking,read,1000,50000,0.5989
mongodb_benchmarking,read,1000,100000,1.3915
mongodb_benchmarking,write,1000,10,0.5645
mongodb_benchmarking,write,1000,100,0.5681
mongodb_benchmarking,write,1000,500,0.5841
mongodb_benchmarking,write,1000,1000,0.5622
mongodb_benchmarking,write,1000,5000,0.5364
mongodb_benchmarking,write,1000,15000,0.9422
mongodb_benchmarking,write,1000,50000,2.3928
mongodb_benchmarking,write,1000,100000,4.5008
mongodb_benchmarking,mixed,1000,10,0.5522
mongodb_benchmarking,mixed,1000,100,0.5684
mongodb_benchmarking,mixed,1000,500,0.5980
mongodb_benchmarking,mixed,1000,1000,0.5874
mongodb_benchmarking,mixed,1000,5000,0.8241
mongodb_benchmarking,mixed,1000,15000,0.8520
mongodb_benchmarking,mixed,1000,50000,1.8524
mongodb_benchmarking,mixed,1000,100000,2.6506
