script,workload,num_ops,data_size,time_seconds
cassandra_benchmarking,read,1000,10,1.1638
cassandra_benchmarking,read,1000,100,1.0097
cassandra_benchmarking,read,1000,500,0.9228
cassandra_benchmarking,read,1000,1000,0.9876
cassandra_benchmarking,read,1000,5000,0.9305
cassandra_benchmarking,read,1000,15000,0.9440
cassandra_benchmarking,read,1000,50000,1.0525
cassandra_benchmarking,read,1000,100000,1.5310
cassandra_benchmarking,write,1000,10,0.7284
cassandra_benchmarking,write,1000,100,0.7100
cassandra_benchmarking,write,1000,500,0.7526
cassandra_benchmarking,write,1000,1000,0.6554
cassandra_benchmarking,write,1000,5000,1.1765
cassandra_benchmarking,write,1000,15000,1.7018
cassandra_benchmarking,write,1000,50000,6.4132
cassandra_benchmarking,write,1000,100000,6.7614
cassandra_benchmarking,mixed,1000,10,0.7839
cassandra_benchmarking,mixed,1000,100,0.8636
cassandra_benchmarking,mixed,1000,500,0.8446
cassandra_benchmarking,mixed,1000,1000,0.8842
cassandra_benchmarking,mixed,1000,5000,1.0755
cassandra_benchmarking,mixed,1000,15000,1.6014
cassandra_benchmarking,mixed,1000,50000,5.0941
cassandra_benchmarking,mixed,1000,100000,4.4776
